<,IssueID,URL,Title,Status,CreatedAt,BugType ,StackLayer,,CTClass,subtype,reason Bug,reason Stack,reason Class
NVIDIA/cuda-quantum,799,https://github.com/NVIDIA/cuda-quantum/issues/799,Issue with generated thunk for kernel with cc.callable argument,open,2023-10-19T20:17:13Z,API-/Usage-/Logic-Bug (High-Level) ,Framework-Integration ,C,C,,The generated IR calls via a cc.undef function pointer instead of a correctly set pointer. Llogic bug in the compiler chain. ,"The error occurs in the IR/Codegen integration (front end ? Quake/MLIR ? LLVM/QIR), i.e., in the compiler/framework layer. ",Incorrectly initialized function pointers in the generated IR are an internal compiler problem; this cannot be avoided by user code analysis at compile time. 
NVIDIA/cuda-quantum,776,https://github.com/NVIDIA/cuda-quantum/issues/776,Broadcasting on observe yields incorrect results ,closed,2023-10-16T12:35:16Z,API-/Usage-/Logic-Bug (High-Level) ,High-Level-API / Framework-Logic ,C,C,,"For batched parameters (3�2 theta_vals), observe returns a list of the wrong length (and types), i.e., the high-level API does not adhere to its return contract for batched inputs. ","The error lies in the observe/batching logic of the Python frontend, not in the backend or in the build. ",This is an implementation error in the result aggregation; additional compile-time analyses of the user code do not change this; a fix in the framework is required. 
NVIDIA/cuda-quantum,759,https://github.com/NVIDIA/cuda-quantum/issues/759,Hamiltonian list does not work with observe_async,open,2023-10-11T15:44:08Z,API-/Usage-/Logic-Bug (High-Level) ,High-Level-API / Framework-Logic ,A,A,,"observe_async only supports a single SpinOperator, but breaks down with a list, even though observe works with a list. So inconsistent API/contract logic. ","This only affects the Python frontend or the high-level API signatures of observe vs. observe_async, not the backend. ","With stricter type/overload contracts (e.g., different function names or statically typed parameters), you could enforce at compile time that observe_async only accepts the allowed argument type or generates a clear error early on. "
NVIDIA/cuda-quantum,677,https://github.com/NVIDIA/cuda-quantum/issues/677,[Bug] Cross dependence between regression and unit tests,open,2023-09-20T21:04:00Z,Build-/Install-/Packaging-Bug,Build/Deploy/Environment ,C,C,,"A Quake regression test depends on IonQ-specific environment/tests, resulting in fragile, environment-dependent test runs. Configuration design problem. ","It's about test/build infrastructure and its dependencies, not runtime or compiler logic. ","Such cross-dependencies in tests are organizational/infrastructure problems; they cannot be prevented by analyzing user kernels, but only by improving test structuring."
NVIDIA/cuda-quantum,640,https://github.com/NVIDIA/cuda-quantum/issues/640,Async execution in Python is broken,closed,2023-09-11T13:28:34Z,Backend-/Framework-Integrations-Bug ,Runtime-/Framework-Runtime ,C ,C ,,Asynchronous execution uses Python objects in C++ threads without proper GIL handling. Integration problem between Python runtime and C++ async execution. ,"The bug lies in runtime behavior (threads, GIL, async executor), not in compilation or pure backend implementation. ",Race/threading/GIL issues are runtime/implementation details; they cannot be reliably prevented by static analysis of Quantum user code at compile time. 
NVIDIA/cuda-quantum,637,https://github.com/NVIDIA/cuda-quantum/issues/637,Nightly integration test failures for 4 IonQ tests (empty programs),closed,2023-09-10T20:41:53Z,Backend-/Framework-Integrations-Bug ,Framework-Integration ,B ,B ,B2,"Combining several changes completely optimizes the program away, and the IonQ backend call fails on an empty program. Problem in the interaction between the optimizer and backend requirements. ","The error lies in the compiler/framework layer, which optimizes IR in such a way that virtually no useful code remains for the IonQ backend. ","A robust optimizer/IR validator could detect before submission that the program is completely empty and issue a warning or error, but this requires additional, non-trivial analysis. "
NVIDIA/cuda-quantum,630,https://github.com/NVIDIA/cuda-quantum/issues/630,Python formatting of tests not enforced in CI,closed,2023-09-08T19:38:11Z,Build-/Install-/Packaging-Bug,Build/Deploy/Environment ,C,C,,The CI job for Python formatting is configured so that it does not fail when problems occur and thus does not block violations. An error in build/test configuration. ,"Only affects the CI/build layer (yapf check, exit codes) before anything is compiled or executed. ",This is a configuration/script problem with the CI; compile-time analysis of user code has no effect here; a correct pipeline/job configuration is required. 
NVIDIA/cuda-quantum,609,https://github.com/NVIDIA/cuda-quantum/issues/609,crash in test_runtime_dm,closed,2023-09-06T16:09:04Z,Performance-/Numerik-Bug ,Runtime-/Framework-Runtime ,C,C,,"The Density Matrix Runtime Test returns statistically inconsistent results or fails unexpectedly-this is an error in the algorithmic implementation, not in the API usage. ","The error occurs when executing the runtime/simulator logic (unit tests running, binary starting), not during the build or in the high-level frontend. ","Numerical/runtime bugs in the internal DM implementation cannot realistically be prevented by analyzing the user code at compile time, but only by fixes and tests in the runtime code. "
NVIDIA/cuda-quantum,603,https://github.com/NVIDIA/cuda-quantum/issues/603,Kernel is translated into an invalid QASM,closed,2023-09-05T18:17:38Z,Backend-/Framework-Integrations-Bug ,Framework-Integration ,C,C,,The translator generates QASM with gate names that start with _ (QASM 2.0 incompatible) and with gate definitions that come after their use; this is where the integration between cudaq/Quake-IR and the OpenQASM format fails. ,"It's about the layer where internal kernel MLIR is translated in OpenQASM ""for external consumers"" (QASM backends) a  format/backend integration task, not purely internal high-level API semantics. ","The fact that the generated QASM text violates the specification could be detected by additional QASM linting steps, but these are checks on the generator code, not on the user kernel; in terms of your CTClass definition (analysis of user/kernel code), this is an implementation problem in the translator and thus C. "
NVIDIA/cuda-quantum,583,https://github.com/NVIDIA/cuda-quantum/issues/583,cuda-quantum docker cpu have different result with gpu,closed,2023-08-29T06:19:25Z,Performance-/Numerik-Bug ,Backend-Library ,C,C,,"Without set_target('nvidia'), the VQE run delivers physically plausible energies and a non-trivial state vector, whereas with GPU target it always delivers the same incorrect value and a practically zero state. �� this is a numerical correctness error in the GPU path, not purely an API or config problem. ","The problem only occurs in the nvidia target, i.e., in the GPU backend implementation (cuStateVec/cuTensorNet or their connection); the same high-level code works with the default backend. ","Whether the GPU backend core calculates correctly depends on internal numerical code, FP paths, and, if applicable, hardware details; a static check of user kernels or API contracts cannot prevent a specific backend path from always producing the same incorrect energy and a zero state. "
NVIDIA/cuda-quantum,579,https://github.com/NVIDIA/cuda-quantum/issues/579,Segmentation fault with --emulate option on some programs when saving measurements to variables,closed,2023-08-28T12:47:34Z,API-/Usage-/Logic-Bug (High-Level) ,High-Level-API / Framework-Logic ,B ,B ,B2,"Changing the measurement from mz(qubits) to auto r0 = mz(qubits[0]) ... is semantically harmless, but suddenly leads to a segfault because the framework no longer fills the expected __global__ register-here, the measurement/result semantics of the high-level API breaks its contract. ","The report describes that the LLVM IR hardly changes, but additional registerName attributes and the absence of the __global__ register lead to problems-this is logic in frontend/result handling, such as how measurements in kernel variables and global result registers are merged. ","An IR/ABI validator could check at compile time whether the invariants of the host ABI are satisfied for all permitted measurement patterns (including storage in local variables) – in particular, that the expected __global__ register is set up correctly; this is advanced, but in principle static analysis. "
NVIDIA/cuda-quantum,577,https://github.com/NVIDIA/cuda-quantum/issues/577,Issue with MLIRGen and NVQ++ Linking,open,2023-08-24T17:41:19Z,API-/Usage-/Logic-Bug (High-Level) ,High-Level-API / Framework-Logic ,B ,B ,B2,"Adding additional (even unused) __qpu__ kernel lambdas changes the behavior of the program in such a way that suddenly no counts are returned on the RemoteRESTQPU. This indicates faulty kernel/entry point semantics in the user-facing API/kernel model, not purely environment configuration. ","The bug lies in how the framework determines the ""correct"" entry point for remote execution from the defined kernels/lambdas and wires library mode vs. direct QPU call-this is frontend/framework logic around kernel resolution. ",A sufficiently smart static check of the kernel IR/metadata could detect that multiple candidate entry points are defined or that the kernel marked as the entry point does not match the expected signature/execution mode and refuse compilation instead of running into a “silent failure” mode without counts. 
NVIDIA/cuda-quantum,573,https://github.com/NVIDIA/cuda-quantum/issues/573,ConcatOp Canonicalization,closed,2023-08-22T19:20:03Z,Performance-/Numerik-Bug ,Framework-Integration ,C,C,,"The generated IR is semantically correct, but after multicontrol decomposition and gate set mapping, it contains superfluous quake.concat operations that only affect performance/IR quality (""superfluous and could probably be optimized away""). ","The problem arises in the interaction of various transformation/lowering passes that target specific backend gate sets (e.g., Quantinuum)-i.e., in the integration layer between frontend IR and backend-oriented representation. ","Ob bestimmte No-Op-Pattern tatsächlich wegoptimiert werden, ist eine Frage der Qualität/Existenz von Optimize-Pässen; das ist kein Sicherheits- oder Korrektheitsproblem, das man über zusätzliche Typ-/Contract-Checks auf User-Ebene sinnvoll verhindern würde. "
NVIDIA/cuda-quantum,553,https://github.com/NVIDIA/cuda-quantum/issues/553,Auto-kernel test is failing on ARM,closed,2023-08-13T17:39:23Z,Backend-/Framework-Integrations-Bug ,Framework-Integration ,C,C,,"The issue describes that exactly one specific test (NVQPP auto-kernel test) fails on aarch64 and was therefore restricted to x86_64 in PR #548 it is not a matter of incorrect user API usage or environment configuration, but rather missing/broken support for this path on one architecture. ","The error manifests itself when executing the nvqpp auto kernel workflow (compiler frontend + backend selection) on a specific platform; this is precisely the integration layer between the framework, compiler, and target architecture, not the pure build/installer. ","Architecture/platform-specific runtime issues (tests run on x86_64 but not on aarch64) depend on binaries, ABIs, and toolchain details that a static check of the user code cannot handle – realistically a C class. "
NVIDIA/cuda-quantum,530,https://github.com/NVIDIA/cuda-quantum/issues/530,Assertion in `vqe_h2.cpp` example with IonQ-emulate target,closed,2023-08-08T13:43:57Z,Backend-/Framework-Integrations-Bug ,Framework-Integration ,C,C,,"The example vqe_h2.cpp runs in general, but fails with IonQ target in an assertion in array handling („index 4“ at size e 4) - this is an error in the interaction between the cudaq framework and the IonQ-specific backend implementation, not a general API or user error. ","The issue affects the layer in which the framework calls the IonQ backend and passes data structures (shots/results) back and forth; somewhere in this integration logic, incorrect indexing occurs.",The specific off-by-one error occurs in the implementation of the integration/result handling code; a static check of the user kernel (or simple type contracts) cannot reliably prevent someone from using index == size instead of < size internally. 
NVIDIA/cuda-quantum,521,https://github.com/NVIDIA/cuda-quantum/issues/521,MemToReg on an unmeasured state preparation kernel. ,closed,2023-08-03T13:51:22Z,API-/Usage-/Logic-Bug (High-Level) ,High-Level-API / Framework-Logic ,B ,B ,B2,"A valid kernel without measurements is transformed by the value semantics pipeline (including factor-quantum-alloc, memtoreg) in such a way that all operations disappear and only quake.null_wire remains. The API/transformation logic violates its own semantics vis-�-vis the user here. ","The error lies in the transformation/optimization pipeline provided by cudaq for kernel IR (frontend/quake level), not in a specific hardware backend or environment. ","This is caused by an incorrect/unsound IR transformation in the value-semantics optimization pipeline (factor-quantum-alloc / memtoreg) that eliminates valid quantum operations when no measurements are present. It’s not preventable by simple type checks, but could be caught pre-execution by a dedicated IR/pipeline verifier or pass-level regression checks that assert semantic preservation across these transformations "
NVIDIA/cuda-quantum,507,https://github.com/NVIDIA/cuda-quantum/issues/507,nvq++ pass pipeline parser error on hardware,closed,2023-07-27T22:11:44Z,Backend-/Framework-Integrations-Bug ,Framework-Integration ,C,C,,"The error only occurs in the C++ hardware examples for IonQ/Quantinuum and manifests itself in that the configured pass pipeline contains an unregistered lambda-lifting pass, while other paths (Python examples) work. This is an integration error in the interaction between nvq++/cudaq-opt and the backend configurations. ","This affects the layer where the framework ties together the pass pipeline and backend config and calls cudaq-opt; Build/Environment is OK, but the ""wired"" pipeline for these targets is incorrect. ",Whether a specific pass name is actually available in the pass registry at runtime depends on the build/installation and internal tooling; a compiler that only analyzes the user kernel cannot guarantee this in advance – this is primarily a tool/deployment integration problem. 
NVIDIA/cuda-quantum,487,https://github.com/NVIDIA/cuda-quantum/issues/487,Support typedef for integral and floating-point variables/values,closed,2023-07-25T19:53:07Z,API-/Usage-/Logic-Bug (High-Level) ,High-Level-API / Framework-Logic ,B ,B ,B2,"The issue describes that __qpu__ kernels with ""normal"" standard types as arguments, but the compiler crashes with typedef/alias types and the type aliasing logic is incomplete-this is a bug in the publicly visible kernel/type semantics, not in the environment or backend. ","The bug is in nvq++/frontend, or rather in the way kernel argument types (including aliases) are analyzed and mapped to Quake/MLIR-before any backend or simulator comes into play. ","With better static type/alias analysis in the compiler (e.g., normalized representation of all allowed aliases, validator pass over the IR), this class of type handling bugs could in principle be prevented at compile time; however, this requires more than just simple “arg_type == expected” checks. "
NVIDIA/cuda-quantum,475,https://github.com/NVIDIA/cuda-quantum/issues/475,Quake measurement ops in value semantics mode,closed,2023-07-24T20:17:47Z,API-/Usage-/Logic-Bug (High-Level) ,High-Level-API / Framework-Logic ,B ,B ,B2,"This concerns semantically incorrect behavior when using the kernel/API, e.g., how measurement/execution logic is interpreted or transformed. ","The error lies in the user API and its semantics (kernel/measurement/entry point logic), not in the backend or deployment. ","With sufficiently robust static analysis (e.g., IR Validator, entry point/signature checks), such inconsistent API behavior would in principle be detectable. "
NVIDIA/cuda-quantum,454,https://github.com/NVIDIA/cuda-quantum/issues/454,"Runtime failures result in a non-descriptive ""Abort"" error when using Anaconda shell",open,2023-07-21T10:47:24Z,Backend-/Framework-Integrations-Bug ,Framework-Integration ,C,C,,"The error occurs when attempting to submit a job to a hardware backend (e.g., remote QPU) because credentials are missing or the submission mechanism responds incorrectly. Error in the integration between the framework and the backend, not in the user API or environment. ","The error lies in the submission/backend interaction, i.e., in the integration path between user code and remote service; not in the high-level API semantics and not in pure runtime (performance/memory). -API and its semantics (kernel/measurement/entry point logic), not in backend or deployment. ",Such submission/authentication errors can hardly be prevented by static compile-time checks of the user kernels. They depend on deployment/backend configuration. 
NVIDIA/cuda-quantum,428,https://github.com/NVIDIA/cuda-quantum/issues/428,"[Base Profile] Bug with two mz with same registerName = """"",closed,2023-07-17T20:47:18Z,Backend-/Framework-Integrations-Bug ,Framework-Integration ,C,C,,Issue concerns faulty backend interaction or incorrect integration between framework and target system. No user logic or environment configuration. ,The error occurs in the layer where the framework selects or controls backend components: the classic integration layer. ,The problem cannot be detected by static analysis of the user code. It is an implementation/integration error. 
NVIDIA/cuda-quantum,426,https://github.com/NVIDIA/cuda-quantum/issues/426,converting to base profile requires updates to __tdg and __sdg functions,closed,2023-07-17T19:04:29Z,Backend-/Framework-Integrations-Bug ,Framework-Integration ,C,C,,"The QIR functions for adjoint of T and S (named <prefix>__tdg and <prefix>__sdg) are not correct for QIR base profile. In the base profile those names are spelled <prefix>__t__adj and <prefix>__s__adj, resp. Lowering to base profile needs to be updated.","Might be  a framework or backend integration issue in the Quake QIR lowering for the base profile. The CUDA-Q compiler frontend produces valid high-level kernels, but the QIR backend uses incorrect symbol names for these gates","Whether the emitted QIR obeys the base-profile naming conventions is a backend-spec compliance property that only the QIR generator ""knows"". A generic static checker on user code cannot enforce this, so class C"
NVIDIA/cuda-quantum,417,https://github.com/NVIDIA/cuda-quantum/issues/417,Python should be testable without make install,closed,2023-07-16T17:13:50Z,Build-/Install-/Packaging-Bug,Build/Deploy/Environment ,C,C,,"Now if you want to test the python bindings from the build directory, you have to run make install in order for the python folder hierarchy to be in the $BUILD/python directory. ",This is a build / deployment pipeline issue in how CMake installs and exposes the Python package layout for testing: the test setup assumes an “installed” package structure rather than using the artifacts already present in the build tree,"Whether the project supports testing Python bindings from the build tree is a property of the build and packaging workflow, not of individual kernels or API usage"
NVIDIA/cuda-quantum,403,https://github.com/NVIDIA/cuda-quantum/issues/403,Submission to IONQ simulator hangs,closed,2023-07-13T17:43:20Z,Backend-/Framework-Integrations-Bug ,Framework-Integration ,C,C,,"The executable hangs after submitting a job for execution on the IONQ simulator.  Looking at the dashboard on the ionq website all the jobs are marked as failed due to not having permissions, but hanging the process isn't very informative on the other end. ",The error seems in the integration between CUDA-Q IonQ backend client and the remote IonQ cloud service: job status and error codes from IonQ. no permissions,Whether a remote cloud job fails due to permission issues and how that failure is reported is likely a runtime framework 
NVIDIA/cuda-quantum,399,https://github.com/NVIDIA/cuda-quantum/issues/399,exception thrown in cobyla,open,2023-07-12T17:43:59Z,Backend-/Framework-Integrations-Bug ,Framework-Integration ,C,C,,The generated executable terminates with an uncaught exception being thrown. ,"Seems in the interaction between CUDA-Q (COBYLA) and the IonQ backend path in the framework, not in the user kernel itself: the same example is expected to run, but the integration for this target throws at runtime",An optimiser backend combination throws an exception at runtime depends framework behaviour and numerical edge cases. This is not something a static analysis of the kernel or API usage could reliably predict
NVIDIA/cuda-quantum,381,https://github.com/NVIDIA/cuda-quantum/issues/381,Kernels created by cudaq-quake can't be serialized into OpenQASM,closed,2023-07-09T11:44:04Z,Backend-/Framework-Integrations-Bug ,Framework-Integration ,C ,C ,,"When kernels are serialized into MLIR using cudaq-quake, the resulting MLIR code also contains a function that can't be translated into OpenQASM using cudaq-translate. ","Assumption: the quantum kernel itself is fine, but the translator does not know how to deal with additional  functions in the same module ",Whether the OpenQASM backend supports or skips auxiliary functions is a property of that translation pipeline 
NVIDIA/cuda-quantum,380,https://github.com/NVIDIA/cuda-quantum/issues/380,Kernel calls can't be translated into OpenQASM,closed,2023-07-09T09:06:41Z,Backend-/Framework-Integrations-Bug ,Framework-Integration ,C,C,,Quake code in which a kernel is called by another kernel can't be translated to OpenQASM. ,"Problem seems to be in the framework integration between Quake MLIR and the OpenQASM translation backend.  the C++ kernels and Quake IR are valid and runnable, but the OpenQASM codegen cannot handle kernel-to-kernel calls ",Support for translating func call and generating legal  names is a responsibility of the OpenQASM backend 
NVIDIA/cuda-quantum,379,https://github.com/NVIDIA/cuda-quantum/issues/379,`r1` gate isn't correctly translated to OpenQASM,closed,2023-07-09T08:14:30Z,Backend-/Framework-Integrations-Bug ,Framework-Integration ,C,C,,"When translating Quake to OpenQASM, r1 gates are translated to cu1 gates instead of u1 gates. ","Assumption: The defect lies in the Quake OpenQASM translation backend, specifically in the gate mapping table that maps CUDA-Q Quake r1 operation to the wrong OpenQASM primitive",Correctness of this Name semantics mapping is a backend specific codegen concern. Ggeneric static analysis of user kernels cannot detect that the translator chose cu1 instead of u1
NVIDIA/cuda-quantum,378,https://github.com/NVIDIA/cuda-quantum/issues/378,Kernels created by `cudaq::kernel_builder` can't be translated to OpenQASM,closed,2023-07-09T07:55:31Z,Backend-/Framework-Integrations-Bug ,Framework-Integration ,C,C,,"The issue (continuation of #380) describes that the QASM generator for builder-based kernels fails because, for example, no cudaq-entrypoint attribute is set or is interpreted incorrectly. Seems to be a problem in the backend integration part (MLIR to QASM), not in the user kernel itself. ",The defect lies in the integration between the kernel builder’s to_quake() implementation and the Quake translation to QASM,Whether the QASM translator handles builder kernels and entry point attributes correctly depends on its implementation; additional analysis of the user kernel cannot ensure that the tool chain produces valid QASM output – hence CTClass C. 
NVIDIA/cuda-quantum,349,https://github.com/NVIDIA/cuda-quantum/issues/349,IR produced when compiling for Quantinuum and IonQ backends is not spec compliant,closed,2023-07-05T12:45:03Z,Backend-/Framework-Integrations-Bug ,Framework-Integration ,B ,B ,B2,"The issue explicitly states that the names of the QIR functions for T- and S-adjoint (__tdg, __sdg) do not comply with the QIR Base Profile and must be changed to __t__adj/__s__adj � This is a misalignment between CUDA-Q's QIR emitter and the formal QIR specification. ","We are right in the layer where CUDA-Q casts its internal representation into QIR Base Profile so that other tools can interpret it-in other words, a format/backend integration task. ","QIR Base Profile is formally specified; a QIR validator (e.g., in the style of QAT) could check at compile time whether all function names and signatures are compatible and comply with the Base Profile rules. This is advanced IR analysis and therefore CTClass B. "
NVIDIA/cuda-quantum,345,https://github.com/NVIDIA/cuda-quantum/issues/345,Error when trying to simulate `qspan`,closed,2023-07-03T19:57:10Z,Backend-/Framework-Integrations-Bug ,Framework-Integration ,C,C,,"The issue shows that interaction with a specific simulator/backend (e.g., qpp) leads to crashes/malfunctions. Not because the algorithm is numerically unstable, but because the integration (control/target dimensions, mapping, etc.) is not implemented correctly. ","The cause is the way the framework prepares the qpp backend call (e.g., incorrect layout, incorrect parameters, incorrect control/target assignment), i.e., a clear integration layer between the high-level kernel and the backend. ",A static check at the user kernel level cannot ensure that the internal qpp call does not contain any off-by-one/dimensioning errors in the implementation; this is implementation work in the integration code so C. 
NVIDIA/cuda-quantum,344,https://github.com/NVIDIA/cuda-quantum/issues/344,Compiler crash when compiling a kernel with `std::uint8_t` as argument,closed,2023-07-03T19:52:03Z,API-/Usage-/Logic-Bug (High-Level) ,High-Level-API / Framework-Logic ,B ,B ,B2,"Users employ certain legal C++ types or signatures for __qpu__ kernels, causing the compiler/bridge to crash or generate incorrect IR-this is a logic error in the high-level interface (type/signature handling), not a backend or build problem. ","How kernel argument types are analyzed and translated into IR is clearly the task of the high-level front end; the bug is located there (e.g., in type inference, function signature handling), not in the underlying back end or an external library. ","With a more robust type/signature validator for kernel definitions (which ensures that only supported types occur in permissible combinations and that all branches of the type dispatch are covered), such errors could in principle be detected/prevented at compile time; however, this requires advanced compiler analysis and clear type rules, so B. "
NVIDIA/cuda-quantum,343,https://github.com/NVIDIA/cuda-quantum/issues/343,Unable to unroll a counted loop,closed,2023-07-03T19:41:01Z,Backend-/Framework-Integrations-Bug ,Framework-Integration ,C,C,,"The issue describes faulty behavior/crash in conjunction with a specific backend/target (not purely a ""slow"" or numerically inaccurate path), but rather that something breaks in the framework-backend path-typical for 1.3. ","The cause lies in the wiring of CUDA-Q mechanisms to a specific backend (e.g., IonQ/Quantinuum/QIR paths), not in the high-level API design or build system itself. ","Diese Art Integrations-/Crash-Fehler entsteht aus den internen Details der Aufrufkette und der Backend-Implementierung; ein Compile-Time-Check auf Basis von User-Kernel-IR kann nicht sicherstellen, dass der richtige Backend-Call mit korrekten Parametern implementiert ist. "
NVIDIA/cuda-quantum,341,https://github.com/NVIDIA/cuda-quantum/issues/341,Linker error when trying to build kernel with `std::acos`,closed,2023-07-03T17:13:10Z,Backend-/Framework-Integrations-Bug ,Framework-Integration ,C,C,,"The issue here is that certain standard math functions (acos, etc.) are not correctly linked to the target environment in the resulting QIR/backend profile (e.g., incorrect name or missing mapping) . this is an error in the interaction between the compiler/QIR and the runtime/math library. ","This affects the layer that maps QIR/IR functions to specific runtime functions on the target platform; it is not a build/install issue, nor is it purely high-level API semantics, but rather the integration of the backend profile and the actual runtime environment. ","Whether a linker/runtime symbol is correctly linked depends on the toolchain, symbol name, and runtime layout. A static check of the user kernel cannot reliably prevent this in practice; this means that the CTClass C. "
NVIDIA/cuda-quantum,339,https://github.com/NVIDIA/cuda-quantum/issues/339,Failure to create `qreg` using kernel argument as size,closed,2023-07-03T16:16:40Z,API-/Usage-/Logic-Bug (High-Level) ,Backend-Library ,A ,A ,,We seem to be getting a failure when trying to allocate a qreg that has a size defined by an argument: ,"This is a defect in the CUDA-Q library that lowers kernels and implements qreg construction, not in the users host code or environment, hence it sits in the Backend-Library layer.","A straightforward compiletime contract or type check on the qreg constructor could have caught this mismatch early, so we classify as A"
NVIDIA/cuda-quantum,338,https://github.com/NVIDIA/cuda-quantum/issues/338,Handle func::ConstantOp for adjoint / control in the ASTBridge,closed,2023-07-03T16:05:47Z,API-/Usage-/Logic-Bug (High-Level) ,High-Level-API / Framework-Logic ,C,C,,"The issue shows that using a free __qpu__ function as a function pointer in cudaq::adjoint() currently leads to a compiler error and special type checks must be retrofitted in ConvertExpr.cpp-the user is making semantically legitimate API usage, but the high-level logic does not support this case. ","The proposed solution directly affects the frontend/type checking code (ConvertExpr.cpp) in the CUDA-Q compiler: a branch for FunctionType is missing, i.e., high-level API/compiler frontend logic, not backend. ","The fact that this specific functional case is not handled in the implementation of the front end is an internal compiler bug; a separate compile-time analysis step that inspects the user code cannot prevent this “preventively” – the correction is in the compiler itself, not through additional constraints on the kernel. "
NVIDIA/cuda-quantum,337,https://github.com/NVIDIA/cuda-quantum/issues/337,Disappearing instructions.,closed,2023-07-03T15:43:02Z,API-/Usage-/Logic-Bug (High-Level) ,Framework-Integration ,C,C,,"The behavior is a semantic error in the visible behavior of the CUDA-Q API or in the interaction of the high-level functionality called by the user, not primarily a pure performance/numerical error-the issue describes ""incorrect"" or inconsistent logic. ","The cause lies in the interaction between the high-level front end and underlying components/targets (e.g., certain targets or execution paths react differently than expected); in other words, the integration level, not just front-end internal syntax/parsing. ",The specific error situation results from the implementation of the framework integration path; there is no simple or even advanced check on the user kernel that would deterministically detect this type of integration logic error in advance. 
NVIDIA/cuda-quantum,327,https://github.com/NVIDIA/cuda-quantum/issues/327,Makefiles are missing dependencies,closed,2023-06-29T22:24:05Z,Build-/Install-/Packaging-Bug,Build/Deploy/Environment ,C,C,,"The issue describes that in order to test the Python bindings from the build directory, you first have to run make install, because otherwise the Python hierarchy is not in the expected location. this is a install/packaging/CMake logic bug. ","This affects how the project is built and installed (build dir vs. install dir, Python path structure), not runtime interaction with a quantum backend or API semantics. ",Such build/installation path issues cannot be prevented by analyzing __qpu__ kernels or API calls; they depend on CMake/packaging decisions and file system layout → clearly CTClass C. 
NVIDIA/cuda-quantum,325,https://github.com/NVIDIA/cuda-quantum/issues/325,Calling a kernel via an instance creates an incorrect allocation,closed,2023-06-29T18:02:09Z,API-/Usage-/Logic-Bug (High-Level) ,High-Level-API / Framework-Logic ,C,C,,"The example shows two __qpu__ kernels (S1, S2) where the bridge/frontend generates an incorrect cc.alloca IR from formally correct C++/CUDA Q code-this is a logic error in the high-level kernel/IR generation behavior, not a build or backend implementation problem. ","The error lies directly in the translation of C++ kernel structures (function objects, calling S2 in S1) in Quake/MLIR; here, the high-level front-end logic is working incorrectly before any concrete backend comes into play. ","Whether the bridge generates a “malformed cc.alloca” depends on internal implementation logic in the compiler; this cannot be reliably prevented by additional type or contract checks on the user kernel side. You need robust implementation tests, not CT analyses of the user code. "
NVIDIA/cuda-quantum,296,https://github.com/NVIDIA/cuda-quantum/issues/296,Failing to compile `if` statements to quantinuum target,closed,2023-06-26T13:43:09Z,API-/Usage-/Logic-Bug (High-Level) ,Backend-Library ,C,C,,"When targeting quantinuum, the compiler seems to fail lowering if statements. ",The crash happens during backend lowering qnd JIT compilation for the Quantinuum target,This is an internal compiler and JIT bug for a specific backend. A static analysis of user kernels cannot predict or prevent an LLVM assertion 
NVIDIA/cuda-quantum,291,https://github.com/NVIDIA/cuda-quantum/issues/291,[pass] Multicontrol decomposition erases non-multi control ops,closed,2023-06-26T09:09:14Z,Performance-/Numerik-Bug,Framework-Integration ,C,C,,"A decomposition/optimization pass for ""multi control"" also incorrectly deletes other operations, thereby changing the program semantics. Error in the transformation/optimization pass logic. ","The bug is located in the IR transformation backend (MLIR/compiler passes) in the CUDA-Q stack, i.e., once again in the compiler/framework integration layer, not in the high-level API or deployment. in the translation of C++ kernel structures (function objects, calling S2 in S1) in Quake/MLIR; here, the high-level frontend logic is working incorrectly before any concrete backend comes into play. ",The bug lies in the implementation of the pass itself (incorrect rewrite rules); static analysis of the user code cannot predict that the compiler internally transforms incorrectly and removes ops so C. 
NVIDIA/cuda-quantum,281,https://github.com/NVIDIA/cuda-quantum/issues/281,Canonicalization of extract_ref doesn't fold constants with index type,closed,2023-06-22T19:45:14Z,Performance-/Numerik-Bug,Framework-Integration ,C,C,,"A canonicalization/optimization pass is missing or not working in the IR pipeline context, so that unnecessarily ""worse""/unoptimized code remains. This is an optimization/performance problem. ","The cause lies in the composition/integration of the compiler pipeline (which passes run when), i.e., in the IR/framework integration layer, not in the build system. ",Whether certain canonicalization/optimization passes are included in the pipeline and function correctly is purely an implementation detail of the compiler; the user kernel is independent of this and offers no leverage for static avoidance so C. 
NVIDIA/cuda-quantum,276,https://github.com/NVIDIA/cuda-quantum/issues/276,Platform config files cannot handle passes with options,closed,2023-06-22T09:14:55Z,Backend-/Framework-Integrations-Bug ,Framework-Integration ,C,C,,"The pipeline configuration for lowering/optimization passes is disrupted by overly simplistic string splitting logic (split on '='), because pass options themselves contain =. This is an integration/configuration parsing bug in the runtime support layer. ","It's about integrating the text configuration (PLATFORM_LOWERING_CONFIG) with the pass pipeline in the runtime/backend wrapper, i.e., clearly framework integration and not purely build environment. ","The error is in the parser for configuration strings; neither types nor static analysis of the user kernel can prevent someone from implementing such a naive string operation, so C. "
